Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
5200    LEXINGTON                    AV,,34.0933,-118.3025,2/14/2020 0:00,2/13/2020 0:00,1650,6,Hollywood,669,2,913,38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
400 S  HOBART                       BL,,34.0653,-118.3053,10/15/2020 0:00,10/14/2020 0:00,2120,20,Olympic,2023,1,1822 2032 0344,74,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
INDUSTRIAL,MILL                         ST,34.0357,-118.2344,4/4/2020 0:00,4/3/2020 0:00,1805,1,Central,159,2,329,31,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
1900 S  SAN PEDRO                    ST,,34.0277,-118.2574,5/26/2020 0:00,5/26/2020 0:00,2015,13,Newton,1313,1,1309 0326 0104 0207,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,Property Crimes
2600    MENLO                        AV,,34.0284,-118.2903,9/24/2020 0:00,9/19/2020 0:00,2300,3,Southwest,325,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
11600    AVALON                       BL,,33.9292,-118.2652,6/5/2020 0:00,6/5/2020 0:00,2215,18,Southeast,1863,1,0913 0411,41,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
9300    NIGHTINGALE                  DR,,34.1047,-118.3898,12/1/2020 0:00,8/4/2020 0:00,1200,6,Hollywood,631,2,1822 0928,31,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
19100    VENTURA                      BL,,34.1728,-118.5589,5/26/2020 0:00,5/23/2020 0:00,1200,10,West Valley,1061,2,1822 1402 0923 0924,43,F,H,505,MOTEL,,,IC,Invest Cont,Fraud and White-Collar Crimes
3000 S  LA BREA                      AV,,34.0264,-118.3543,8/22/2020 0:00,8/22/2020 0:00,1930,3,Southwest,331,2,0329 0919 1279 1307 1309 1822,22,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
1800 S  GRAND                        AV,,34.0342,-118.2673,5/3/2022 0:00,1/1/2020 0:00,2055,1,Central,192,2,0913 1906 1913 2041,33,M,K,751,WEBSITE,,,IC,Invest Cont,Crimes against Public Order
2000 E  103RD                        ST,,33.9432,-118.2367,1/17/2020 0:00,1/17/2020 0:00,2115,18,Southeast,1838,2,2000 0913 1813 0400 0416 0408,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3900    NICOLET                      AV,,34.0163,-118.3507,3/6/2020 0:00,3/6/2020 0:00,2145,3,Southwest,362,2,0416 0361 0429,25,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
8TH                          ST,BURLINGTON,34.0534,-118.2745,12/5/2020 0:00,12/5/2020 0:00,2320,2,Rampart,266,1,1822 1266 0344 0325 0416 2004,66,M,B,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Property Crimes
WOOSTER                      ST,CASHIO                       ST,34.052,-118.383,7/26/2020 0:00,7/25/2020 0:00,1100,8,West LA,859,1,1605 1607 0344 0346,42,F,J,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
1400    RIDGE                        WY,,34.0719,-118.2537,2/24/2020 0:00,2/24/2020 0:00,200,2,Rampart,218,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
300 S  SAN PEDRO                    ST,,34.0471,-118.2426,8/4/2020 0:00,8/1/2020 0:00,1700,1,Central,138,2,0416 0913,31,M,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
600 N  HAYWORTH                     AV,,34.0816,-118.3627,10/29/2020 0:00,10/28/2020 0:00,2100,7,Wilshire,701,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
5800    HAROLD                       WY,,34.0993,-118.316,10/11/2020 0:00,10/11/2020 0:00,630,6,Hollywood,647,1,1501,46,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
5900    TUJUNGA                      AV,,34.1776,-118.379,10/10/2020 0:00,10/9/2020 0:00,1800,15,N Hollywood,1538,1,1302 1601 0344,32,M,H,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
5600    SEPULVEDA                    BL,,34.1721,-118.4662,1/13/2020 0:00,1/10/2020 0:00,1700,9,Van Nuys,941,2,0329 1609,68,M,O,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,Property Crimes
14600    WYANDOTTE                    ST,,34.203,-118.4514,3/10/2020 0:00,3/9/2020 0:00,2000,9,Van Nuys,905,1,0344 1607,24,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
MCCOY,LOMITA                       BL,33.7977,-118.2898,10/18/2020 0:00,10/18/2020 0:00,345,5,Harbor,503,1,0305 0416 1822,25,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
7400    HAZELTINE                    AV,,34.2049,-118.44,4/1/2020 0:00,3/31/2020 0:00,2026,9,Van Nuys,909,1,1501,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
BEVERLY,RENO,34.0714,-118.2813,6/8/2020 0:00,6/8/2020 0:00,1700,2,Rampart,231,2,0342 0416 0446 0305 1822 0910,18,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
4700    AZUCENA                      RD,,34.1535,-118.6168,7/7/2020 0:00,5/20/2020 0:00,1545,21,Topanga,2185,2,0930 1822,21,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
12000 S  FIGUEROA                     ST,,33.9229,-118.2827,9/15/2020 0:00,9/15/2020 0:00,2155,18,Southeast,1831,2,1402 0329 0311 0371,0,X,X,202,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
PENROSE                      ST,GOLDEN STATE                 FY,34.2262,-118.3755,1/26/2021 0:00,12/28/2020 0:00,1700,16,Foothill,1675,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
800 W  146TH                        ST,,33.8996,-118.2894,1/7/2021 0:00,12/8/2020 0:00,900,18,Southeast,1871,2,2000 0913 1814 2038 0443,42,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,Crimes against Public Order
100 E  58TH                         ST,,33.9898,-118.2739,5/23/2020 0:00,5/23/2020 0:00,1630,13,Newton,1372,1,1300 1309 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
16300    VINTAGE                      ST,,34.2519,-118.4871,4/20/2020 0:00,4/20/2020 0:00,1200,17,Devonshire,1758,1,0344 1202 1606,62,F,W,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
3200 W  6TH                          ST,,34.0637,-118.2916,6/17/2020 0:00,6/17/2020 0:00,611,20,Olympic,2027,1,0104 0216 0325 0378 1822 2028,0,X,X,403,DRUG STORE,,,IC,Invest Cont,Property Crimes
HARMONY                      AV,MAGNOLIA,34.1594,-118.3657,1/5/2021 0:00,12/10/2020 0:00,104,15,N Hollywood,1557,2,0377 0922,34,F,H,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,Fraud and White-Collar Crimes
3600 E  OLYMPIC                      BL,,34.0188,-118.201,9/11/2020 0:00,9/11/2020 0:00,1900,4,Hollenbeck,499,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
2300    HIGHBURY                     AV,,34.072,-118.1623,2/17/2021 0:00,12/28/2020 0:00,1545,4,Hollenbeck,439,2,100,71,M,B,602,BANK,,,IC,Invest Cont,Fraud and White-Collar Crimes
1700 N  KINGSLEY                     DR,,34.1018,-118.3035,3/30/2020 0:00,3/28/2020 0:00,1700,6,Hollywood,639,2,0701 1900 1822,31,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
3900 S  WESTERN                      AV,,34.014,-118.3089,12/5/2020 0:00,12/4/2020 0:00,1800,3,Southwest,376,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
900    STRADELLA                    RD,,34.0857,-118.4517,12/30/2020 0:00,12/19/2020 0:00,1430,8,West LA,806,1,1822 0394 0344 1309 1420,19,F,W,104,DRIVEWAY,,,IC,Invest Cont,Property Crimes
200    PARK PASEO,,34.0488,-118.2257,10/20/2020 0:00,10/20/2020 0:00,2120,4,Hollenbeck,451,2,2000 0913 0447 1241 1821,47,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,Violent Crimes
1000 S  GAFFEY                       ST,,33.7352,-118.2923,1/28/2020 0:00,1/27/2020 0:00,1530,5,Harbor,563,1,1259 1822 1251 1402 0334,14,M,B,103,ALLEY,102,HAND GUN,AA,Adult Arrest,Crimes against Public Order
100 E  AVENUE 42,,34.0929,-118.2078,8/15/2020 0:00,8/15/2020 0:00,2130,11,Northeast,1179,2,0416 0444 0913 0603 0417,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
100 E  7TH                          ST,,34.0446,-118.2507,5/10/2020 0:00,5/10/2020 0:00,1245,1,Central,164,1,0334 0445 1822,20,M,B,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,Violent Crimes
1500 E  92ND                         ST,,33.9533,-118.2475,7/28/2020 0:00,7/28/2020 0:00,1115,18,Southeast,1826,2,0913 2038,47,M,B,101,STREET,,,IC,Invest Cont,Crimes against Public Order
7600    SEPULVEDA                    BL,,34.2085,-118.4698,3/26/2020 0:00,3/24/2020 0:00,331,9,Van Nuys,901,1,0358 1420 1609 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
9000    MONTE MAR                    DR,,34.0468,-118.3861,2/27/2020 0:00,1/7/2020 0:00,1200,8,West LA,887,2,0929 1822,74,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
HUNTINGTON DR,N  EASTERN                      AV,34.0862,-118.1779,8/28/2020 0:00,8/28/2020 0:00,807,4,Hollenbeck,426,2,1906,31,F,B,710,OTHER PREMISE,,,IC,Invest Cont,Crimes against Public Order
8600    WOODMAN                      AV,,34.2269,-118.4394,3/10/2020 0:00,3/10/2020 0:00,1100,19,Mission,1987,1,0344 1202 2032,83,F,H,402,MARKET,,,IC,Invest Cont,Property Crimes
700 W  VERNON                       AV,,34.0037,-118.2856,6/1/2020 0:00,6/1/2020 0:00,1720,12,77th Street,1208,1,1822 0431 1218,41,F,B,401,MINI-MART,512,MACE/PEPPER SPRAY,IC,Invest Cont,Violent Crimes
900 E  118TH                        DR,,33.9253,-118.2587,7/14/2020 0:00,7/13/2020 0:00,2330,18,Southeast,1864,1,1822 0344 0385,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
100 S  GAFFEY                       ST,,33.7428,-118.2923,9/22/2020 0:00,9/22/2020 0:00,345,5,Harbor,557,2,0432 0448 0913 1814 2000,34,M,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
9200    CEDROS                       AV,,34.2372,-118.4535,9/21/2020 0:00,9/21/2020 0:00,2300,19,Mission,1964,2,2038 2000,37,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Crimes against Public Order
3900    3RD                          AV,,34.0146,-118.3204,6/4/2020 0:00,6/4/2020 0:00,1350,3,Southwest,374,2,0913 1814 2000 0444,32,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
7TH,SAN PEDRO,34.0412,-118.2474,6/28/2020 0:00,6/28/2020 0:00,400,1,Central,166,1,2060 1414 0416 1218 0429 1822,44,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
12400    VENICE                       BL,,34.0034,-118.434,8/7/2020 0:00,8/7/2020 0:00,950,14,Pacific,1445,1,0945 2004 0443 1822,0,X,X,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",511,VERBAL THREAT,IC,Invest Cont,Property Crimes
800 W  76TH                         ST,,33.9727,-118.285,5/4/2020 0:00,5/4/2020 0:00,1010,12,77th Street,1256,2,2000 1814 0444 0913,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
1300 W  COURT                        ST,,34.0641,-118.2568,5/20/2020 0:00,5/20/2020 0:00,1700,2,Rampart,238,2,2000 1821 1241 0444 0400 0319 0913,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
TOPANGA CANYON               BL,VENTURA                      BL,34.1732,-118.6152,6/30/2020 0:00,6/29/2020 0:00,1530,21,Topanga,2175,1,0344 0913 0345,47,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Property Crimes
7TH,BURLINGTON,34.055,-118.2735,3/15/2020 0:00,3/15/2020 0:00,1200,2,Rampart,256,1,0334 0432 0342 0445 0416 0305 0355 1822,30,M,H,108,PARKING LOT,215,MACHETE,IC,Invest Cont,Property Crimes
15400    SAN FERNANDO MISSION         BL,,34.2747,-118.4696,9/8/2020 0:00,8/13/2020 0:00,1800,19,Mission,1934,1,0344 0329,42,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
8800    LAUREL CANYON                BL,,34.229,-118.4006,9/15/2020 0:00,9/14/2020 0:00,300,16,Foothill,1682,1,0344 1300 1606,63,M,W,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
8800    KESTER                       AV,,34.23,-118.4575,4/5/2020 0:00,4/5/2020 0:00,1740,19,Mission,1984,1,1822 1402 0337 0334 0445 2004,47,M,H,109,PARK/PLAYGROUND,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,Property Crimes
14000    ASTORIA                      ST,,34.312,-118.4382,3/10/2022 0:00,6/30/2020 0:00,700,19,Mission,1917,2,0913 0377 0555,28,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
400 W  7TH                          ST,,33.7347,-118.2842,8/27/2020 0:00,8/21/2020 0:00,1500,5,Harbor,566,2,,24,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
6900    GEYSER                       AV,,34.1957,-118.5426,5/25/2020 0:00,5/18/2020 0:00,2150,10,West Valley,1024,2,0913 0603 1420 0361 0323,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Crimes against Public Order
37TH                         PL,NORMANDIE                    AV,34.02,-118.3002,3/8/2020 0:00,3/7/2020 0:00,1200,3,Southwest,356,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
300 S  ALAMEDA                      ST,,34.0468,-118.2415,8/7/2020 0:00,8/7/2020 0:00,1200,1,Central,138,2,0917 1266 0416 0447,49,M,H,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
1700 W  39TH                         ST,,34.0147,-118.3111,1/7/2020 0:00,1/4/2020 0:00,1600,3,Southwest,375,2,0100 0930 1822,45,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
LELAND,19TH,33.727,-118.3012,12/5/2020 0:00,12/4/2020 0:00,1,5,Harbor,585,2,0329 1202 1300,64,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
1200 N  CHEROKEE                     AV,,34.0926,-118.3352,4/28/2020 0:00,4/28/2020 0:00,1200,6,Hollywood,663,1,1601 1606 0344,31,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
9200    AIRPORT                      BL,,33.9523,-118.3906,11/26/2020 0:00,10/4/2020 0:00,100,14,Pacific,1495,2,,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,Fraud and White-Collar Crimes
FIGUEROA                     ST,GAGE                         AV,33.9824,-118.2827,6/26/2020 0:00,6/26/2020 0:00,2200,12,77th Street,1249,1,1240 2033 0450 0302 1312 1309 1822 0329,19,F,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,Violent Crimes
1900    PARK GROVE                   AV,,34.0347,-118.2809,3/20/2020 0:00,3/20/2020 0:00,1745,3,Southwest,308,2,0361 0444 0603,29,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1900    MAPLE                        AV,,34.0289,-118.2686,9/5/2020 0:00,9/2/2020 0:00,2100,13,Newton,1321,2,329,35,M,H,721,HIGH SCHOOL,,,IC,Invest Cont,Property Crimes
3500 E  16TH                         ST,,34.0151,-118.2028,6/30/2020 0:00,6/30/2020 0:00,142,4,Hollenbeck,499,1,1607,0,X,X,141,CEMETARY*,,,IC,Invest Cont,Property Crimes
1200 E  106TH                        ST,,33.9397,-118.253,5/8/2020 0:00,5/6/2020 0:00,1300,18,Southeast,1835,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
MANCHESTER,SAN PEDRO,33.9601,-118.2695,11/24/2020 0:00,11/24/2020 0:00,1600,18,Southeast,1803,1,1822 0400 0408 0446 0416,23,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
9000    WOODMAN                      AV,,34.2342,-118.4436,8/7/2020 0:00,8/7/2020 0:00,2030,19,Mission,1975,1,0429 2033 1206 1822 0416,50,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
4700    FOUNTAIN                     AV,,34.0955,-118.2922,12/7/2020 0:00,9/14/2020 0:00,1500,11,Northeast,1163,1,0344 0352,44,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,Property Crimes
12600    CASWELL                      AV,,33.9995,-118.4347,5/7/2020 0:00,5/7/2020 0:00,1630,14,Pacific,1445,2,329,51,F,H,101,STREET,,,IC,Invest Cont,Property Crimes
BAXTER                       ST,ECHO PARK                    AV,34.0897,-118.25,12/27/2020 0:00,12/27/2020 0:00,1510,11,Northeast,1173,2,0906 1100 1402 1407,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,Crimes against Public Order
3000    MALABAR                      ST,,34.0461,-118.1972,12/30/2020 0:00,12/30/2020 0:00,2255,4,Hollenbeck,459,1,0334 0371 1100 0302 1407 0216 0209 0906 1822,25,M,H,102,SIDEWALK,103,RIFLE,IC,Invest Cont,Violent Crimes
1000    TREMONT                      ST,,34.0528,-118.1978,10/4/2020 0:00,9/27/2020 0:00,1945,4,Hollenbeck,449,2,2000 0913 0416 1813 1243,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
24900    WESTERN                      AV,,33.7985,-118.3075,9/6/2020 0:00,9/6/2020 0:00,326,5,Harbor,509,2,0329 1236,0,X,X,203,OTHER BUSINESS,,,AO,Adult Other,Property Crimes
1000 W  186TH                        ST,,33.862,-118.2906,2/7/2020 0:00,2/6/2020 0:00,2130,5,Harbor,501,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
18000    MARTHA                       ST,,34.1731,-118.5241,3/8/2020 0:00,3/7/2020 0:00,150,10,West Valley,1045,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
13500    FOOTHILL                     BL,,34.3052,-118.4277,1/30/2020 0:00,1/30/2020 0:00,930,19,Mission,1918,2,2000 0400 0444 0408,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
9700    LUBAO                        AV,,34.2461,-118.5687,2/14/2020 0:00,2/12/2020 0:00,1400,17,Devonshire,1772,2,2021 0329 1202,61,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,Property Crimes
100 W  D                            ST,,33.7742,-118.262,1/19/2020 0:00,1/19/2020 0:00,1400,5,Harbor,525,2,0344 0416 0432 0913 1243 1309 1813 2000,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
1800    HILLHURST                    AV,,34.1036,-118.2874,6/17/2020 0:00,6/17/2020 0:00,1330,11,Northeast,1142,1,,0,,,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
2600 S  HOBART                       BL,,34.0327,-118.3078,5/28/2020 0:00,5/28/2020 0:00,1550,3,Southwest,326,2,1810 0447 1251,36,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
13600    VICTORY                      BL,,34.1867,-118.4293,6/30/2020 0:00,6/30/2020 0:00,1615,9,Van Nuys,938,1,0325 0342 1822 0216,62,M,O,202,LIQUOR STORE,,,IC,Invest Cont,Property Crimes
3800    EXPOSITION                   BL,,34.0235,-118.34,6/25/2020 0:00,6/25/2020 0:00,515,3,Southwest,333,1,1300 1606 1309 0326 0385 0344,39,M,H,101,STREET,,,IC,Invest Cont,Property Crimes
6700    CLEON                        AV,,34.1921,-118.3682,8/23/2020 0:00,8/23/2020 0:00,30,15,N Hollywood,1519,2,2000 0416,25,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
2200    NORWALK                      AV,,34.1325,-118.2161,11/7/2020 0:00,11/6/2020 0:00,2100,11,Northeast,1117,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
2000 S  HOLT                         AV,,34.0395,-118.3818,11/7/2020 0:00,11/6/2020 0:00,1330,8,West LA,889,1,,0,,,101,STREET,,,IC,Invest Cont,Property Crimes
2700 S  HARVARD                      BL,,34.0291,-118.3067,9/6/2020 0:00,9/6/2020 0:00,334,3,Southwest,326,1,1822 1606 0344 0385 1300 1309,40,M,W,101,STREET,,,IC,Invest Cont,Property Crimes
200 S  MAIN                         ST,,34.051,-118.2445,1/16/2020 0:00,1/16/2020 0:00,400,1,Central,135,1,1609 1822 0329 1212 1307 0344,47,M,A,108,PARKING LOT,,,IC,Invest Cont,Property Crimes
8800 S  SAN PEDRO                    ST,,33.9572,-118.2695,2/12/2020 0:00,2/12/2020 0:00,1100,18,Southeast,1803,1,0913 1824 0344 0337 1251 1815,16,M,H,721,HIGH SCHOOL,511,VERBAL THREAT,JA,Juv Arrest,Property Crimes
100 W  84TH                         ST,,33.9632,-118.2739,7/7/2020 0:00,7/7/2020 0:00,200,12,77th Street,1268,1,344,48,F,H,101,STREET,,,IC,Invest Cont,Property Crimes
13200 W  SHAW                         LN,,34.3007,-118.4219,8/17/2020 0:00,8/14/2020 0:00,2130,19,Mission,1918,1,344,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
13800    RAYEN                        ST,,34.2331,-118.4368,12/13/2020 0:00,12/12/2020 0:00,1900,19,Mission,1977,2,1822,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
1200 S  HOPE                         ST,,34.0406,-118.2646,12/1/2020 0:00,11/29/2020 0:00,2100,1,Central,182,2,1501 1822 1414,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
8300    BLACKBURN                    AV,,34.0717,-118.3702,7/2/2020 0:00,7/2/2020 0:00,1049,7,Wilshire,722,2,928,52,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
8400    WILLIS                       AV,,34.2231,-118.4553,1/29/2020 0:00,1/29/2020 0:00,2200,19,Mission,1984,2,0329 1300 1307,36,M,H,108,PARKING LOT,304,CLUB/BAT,AA,Adult Arrest,Property Crimes
2300 E  97TH                         ST,,33.9483,-118.2309,12/15/2020 0:00,12/15/2020 0:00,2005,18,Southeast,1829,1,0906 1402 1100 0342 1309 1822 0334 0430 0857,26,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,Violent Crimes
4500    ARLINGTON                    AV,,34.0024,-118.3181,5/19/2020 0:00,5/16/2020 0:00,2100,3,Southwest,392,1,,0,,,104,DRIVEWAY,,,AA,Adult Arrest,Property Crimes
9800    JOVITA                       PL,,34.2487,-118.5768,6/27/2020 0:00,6/27/2020 0:00,1945,17,Devonshire,1762,2,2021 0913 2038 0603 0361,57,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,Crimes against Public Order
7800    TOWNE                        AV,,33.9674,-118.2673,9/27/2020 0:00,9/27/2020 0:00,1430,12,77th Street,1259,2,0553 0913 0416 0444 0445,18,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
